Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Elijah Hutchins-Everett,Seton Hall,F,6'11,Junior,0,3.4,2.7,0.3,-25,47.6,35.3,81.8
Abou Ousmane,Xavier,F,6'10,Senior,29,6.7,6.4,1.3,92,46.5,25,45
Luke Fonts,Providence,G,6'1,Junior,0,0,0,0.2,1,NA,NA,NA
Kieran O'Haire,Providence,F,6'2,Junior,0,0,0,0,2,NA,NA,NA
Collin O'Toole,Villanova,G,6'1,Junior,0,0,0.3,0,-2,NA,NA,NA
David Gabriel,Seton Hall,G,6'1,Sophomore,0,0,0.2,0.2,3,NA,NA,NA
Jon Kazor,Georgetown,G,6'2,Senior,0,0,0,1,1,NA,NA,NA
John David Thomas,Seton Hall,G,6'3,Freshman,0,0,0,0,2,NA,NA,NA
Sadiku Ibine Ayo,St. John's (NY),F,6'7,Sophomore,0,0,0.4,0.2,-5,0,NA,NA
Austin Montgomery,Georgetown,F,6'4,Sophomore,0,1,0,0.2,16,100,100,NA
Donovan Grant,Georgetown,G,6'6,Freshman,0,1,0.3,0,21,33.3,33.3,NA
Reid Ducharme,Xavier,G,6'7,Freshman,0,0.4,0,0,1,33.3,0,NA
Eli DeLaurier,Providence,F,6'10,Freshman,0,0,0,0,-9,0,0,NA
Casey O'Malley,Marquette,G,6'3,Freshman,0,0,0.2,0.1,-30,0,0,NA
Cameron Brown,Marquette,G,6'1,Junior,0,0.3,0.2,0,-35,16.7,33.3,NA
Jonah Lucas,Marquette,G,6'1,Sophomore,0,0.6,0,0,-32,28.6,33.3,NA
Augusto Cassia,Butler,F,6'8,Freshman,0,0.4,0.6,0.1,-13,37.5,0,NA
John-Michael Mulloy,Butler,F,6'10,Senior,0,0,0.4,0.1,-3,0,NA,NA
Ian Sabourin,Xavier,G,6'4,Sophomore,0,0.7,0.3,0.3,-1,100,NA,NA
Gionn Swann,Seton Hall,G,6'2,Freshman,0,0,0,0.2,1,0,0,NA
Mo Sall,DePaul,G,6'5,Sophomore,0,0,0,0,-2,0,NA,NA
Andre Johnson Jr.,UConn,G,6'4,Sophomore,0,0,0,0,-5,0,0,NA
Ethan McComb,Butler,G,6'1,Freshman,0,1.1,0,0,4,100,100,100
Youssouf Singare,UConn,F,6'10,Freshman,0,0.2,0.6,0,-12,33.3,NA,100
Jack Riley,Marquette,F,6'7,Freshman,0,0,0.5,0,-32,0,NA,0
Bradley Colbert,Xavier,G,6'2,Senior,0,1.3,0,0.2,-3,80,66.7,100
Bailey Nunn,Sacramento St.,G,6',Freshman,0,4,0.6,1.4,-32,39.8,37.7,60
Alex Kovatchev,Sacramento St.,G,6'5,Freshman,11,4.4,3.5,1.1,-158,32.2,28.3,54.2
Michael Wilson,Sacramento St.,G,6'2,Freshman,0,1.3,0.9,0.7,-39,31.8,21.4,40
Kiree Huie,Idaho St.,F,6'9,Junior,30,11.2,5.4,0.7,-140,54.2,0,58.8
Isaiah Griffin,Idaho St.,F,6'6,Junior,32,7.4,4.8,0.8,-101,45.3,30.6,70.9
Trent Johnson,Idaho St.,F,6'7,Junior,2,2.9,1.9,0.4,-4,42.7,26.5,58.3
Gavin Gilstrap,Idaho St.,F,6'11,Junior,0,0.6,0.7,0.1,-23,50,NA,0
Cedric Coward,Eastern Wash.,F,6'6,Junior,30,15.3,6.5,1.6,93,54.9,36.5,91.5
Dischon Thomas,Montana,F,6'9,Senior,31,12.6,5.6,1.7,80,46.2,40.7,80.7
Casey Jones,Eastern Wash.,F,6'6,Junior,29,12.6,4.4,1.8,44,49.5,36.2,71.2
Josh Vazquez,Montana,G,6'3,Senior,26,9.7,2.7,1.6,169,45.3,41.1,88.4
Bowyn Beatty,Sacramento St.,F,7',Freshman,14,4.2,4.4,1,-84,38,35,75
Duncan Powell,Sacramento St.,F,6'8,Sophomore,21,11.7,6.5,1.6,-227,47.2,29.2,68.3
KJ Cunningham,Weber St.,G,6'2,Senior,7,5,1.3,1.1,26,39.8,32.4,77.8
Arman Madi,Northern Ariz.,G,6'6,Freshman,0,1.8,0.7,0.3,-53,45.5,53.8,90
Tichyque Musaka,Northern Ariz.,F,6'11,Freshman,0,1,0.8,0,-21,50,50,0
Tyler Linhardt,Idaho,F,6'7,Sophomore,6,8.5,3,1,-52,44.2,33.3,76
Rockwell Reynolds,Northern Ariz.,F,6'9,Freshman,4,2.7,1.7,0.3,-146,55.4,NA,57.7
Isaiah Kai,Northern Ariz.,G,6'2,Freshman,0,1.1,0.5,0.4,-65,35.3,0,100
Hunter Woods,Portland St.,F,6'6,Senior,5,3.1,2.3,0.6,-78,30,12.8,72
Blake Jones,Montana,F,6'10,Sophomore,0,1.5,1,0.1,-23,37.5,28.6,50
Carson Basham,Northern Ariz.,F,6'10,Junior,19,12.4,6.7,1.2,-110,58.7,0,57
Jake Kyman,Eastern Wash.,G,6'7,Senior,30,10.8,2.5,2,86,42.9,40.5,82.7
Dyson Koehler,Weber St.,F,6'7,Junior,29,10.6,4,0.7,122,41.8,34.1,72.4
Sam Lecholat,Montana St.,F,6'7,Junior,3,5.8,3.7,1.3,-26,47.3,32.8,70.6
Keshaun Saunders,Portland St.,G,6'5,Senior,1,2.1,0.7,0.8,-43,32.6,11.1,50
Austin Patterson,Sacramento St.,G,6'3,Junior,22,9.2,3.6,1.8,-175,43.6,38.6,69.4
Patrick McMahon,Montana St.,G,6'7,Junior,1,12.5,3.5,0.5,0,62.5,0,83.3
Te'Jon Sawyer,Montana,F,6'8,Junior,2,8.5,2.7,0.6,21,55.7,26.7,80.6
LeJuan Watts,Eastern Wash.,F,6'6,Freshman,0,9.4,5,1.5,69,60.1,40.5,71.9
Mekhi Cameron,Northern Colo.,G,6'4,Junior,0,1.4,0.4,0,-12,28.6,33.3,66.7
Zee Hamoda,Sacramento St.,G,6'7,Junior,31,11.6,3.9,1.6,-115,38.9,32.8,77.5
Dejour Reaves,Northern Colo.,G,6',Junior,9,15.1,3.4,1.5,-43,47.2,38.4,79.7
Cole Farrell,Portland St.,G,6'5,Freshman,3,3.9,1.5,1.1,-43,39.8,31.6,65.6
Miguel Tomley,Idaho St.,G,6'3,Junior,32,14,2.9,1.9,-70,41.8,37,78.7
Briggs Ranstrom,Idaho St.,F,6'6,Sophomore,0,2,2.4,0.6,21,31.4,23.5,50
Maleek Arington,Idaho St.,G,6'3,Sophomore,32,11.8,3.4,4.9,-61,39.6,24.7,72.4
Jordan Hansen,Idaho St.,G,6'6,Sophomore,0,0.5,0.6,0.1,-9,20,12.5,0
Aanen Moody,Montana,G,6'3,Senior,31,16.3,3.3,2.1,125,47.3,37.5,87.1
Viljami Vartiainen,Weber St.,F,6'6,Freshman,0,4.4,1.5,0.1,21,42.1,37.9,63.9
Marko Sarenac,Weber St.,F,6'10,Freshman,0,0.5,0.3,0,-20,38.5,25,NA
Sebastian Hartmann,Eastern Wash.,G,6'5,Freshman,0,2.6,1.2,0.6,3,52.3,19.4,23.1
Trenton McLaughlin,Northern Ariz.,G,6'6,Junior,32,16.6,3.2,1.9,-176,39.8,32.9,77
Ismail Habib,Portland St.,G,6',Sophomore,22,9.3,2.5,2.8,28,36.2,37.5,75.5
Tre-Vaughn Minott,Portland St.,F,6'9,Junior,0,0.8,1,0,-29,37.5,NA,55.6
Langston Reynolds,Northern Colo.,G,6'4,Sophomore,1,5.8,1.9,1.2,6,58.1,10,51.7
Nic McClain,Eastern Wash.,G,6'3,Junior,0,3,0.5,1,-17,28.6,33.3,33.3
Brock Wisne,Northern Colo.,F,6'9,Sophomore,30,11.5,4.4,1.6,93,61.2,36.8,73
Giordan Williams,Montana,G,6'4,Senior,6,3.8,2.4,0.4,-70,35.8,26,76.9
Juju Ramirez,Northern Colo.,F,6'9,Sophomore,0,1.6,0.7,0.3,-24,66.7,0,28.6
Julius Mims,Idaho,F,6'9,Junior,30,11.1,7.1,0.9,-130,62.3,33.3,56.9
EJ Neal,Idaho,G,6'5,Junior,8,5.6,2.1,0.6,-87,36.2,28.2,73.1
Kristian Gonzalez,Idaho,G,6'3,Freshman,1,4.1,1.7,0.6,-43,40.2,27.1,77.4
Mason Williams,Eastern Wash.,G,6'5,Freshman,0,3.2,0.7,1.1,-7,43.2,44.4,88.9
Takai Hardy,Idaho,F,6'7,Freshman,0,1.9,1.3,0,3,46.2,0,50
Vice Zanki,Eastern Wash.,F,6'8,Freshman,0,1,0.5,0.1,-16,33.3,20,NA
Kyson Rose,Idaho,F,6'9,Junior,24,6.4,2.7,1.6,-127,45.8,35.6,83.9
Marcell McCreary,Northern Colo.,G,6'4,Sophomore,0,0.9,1.9,0.1,-19,14.3,20,NA
Laolu Oke,Montana,F,6'8,Senior,28,6,7.3,1.4,119,63.6,NA,69
D'Angelo Minnis,Idaho,G,5'10,Senior,23,10,1.8,2.8,-127,40.5,38.7,94.4
Eddie Turner III,Montana St.,G,6'2,Senior,27,9.1,2.2,3.3,31,44.1,39.4,75.6
Ellis Magnuson,Eastern Wash.,G,6'1,Senior,29,3.3,2.4,4.6,-11,45.7,34.5,78.1
Brian Goracke,Montana St.,G,6'5,Junior,30,13,4.3,0.7,-37,43.2,35.7,86.2
C.J. Ford,Northern Ariz.,G,6'1,Sophomore,1,2.1,0.8,1,-138,30,31,59.1
Alex Tew,Weber St.,F,6'11,Junior,28,6.8,4.1,0.7,80,56.3,NA,54.4
Oakland Fort,Northern Ariz.,G,5'10,Sophomore,32,10,3.8,3,-112,37.3,30.8,79.7
Liam Lloyd,Northern Ariz.,G,6'5,Junior,30,6.2,4.3,3.3,-152,34.7,27.4,52.4
Ryan Abelman,Northern Ariz.,G,6'4,Sophomore,0,1,1.1,0.3,-96,22.2,15.4,83.3
Dillon Jones,Weber St.,F,6'6,Junior,29,21,9.7,5.3,121,48.2,31.7,84.5
Bobby Harvey,Portland St.,G,6'4,Senior,25,9.2,2.7,0.7,37,36.5,35.5,78.9
Jaden Geron,Montana St.,G,6'8,Junior,0,2.3,1,0.7,-71,30,28,83.3
Terren Frank,Idaho,F,6'8,Senior,9,6.5,3.3,0.5,-106,38.8,28.8,65.2
Jacob Holt,Sacramento St.,F,6'10,Junior,5,6.4,4.3,0.5,-24,56.3,28.6,76.4
Jaron Rillie,Northern Colo.,G,6'3,Senior,27,11,4.1,4.7,49,48.3,36.8,70.4
Chris Dockery,Weber St.,F,6'6,Freshman,0,0.4,0.4,0.1,1,50,NA,33.3
Chika Nduka,Montana St.,F,6'5,Junior,1,3.4,1.4,1.2,-19,44.4,0,57.6
Louie Jordan,Weber St.,F,6'9,Sophomore,0,1.1,0.7,0.1,-34,25,23.1,0
Handje Tamba,Weber St.,F,6'11,Sophomore,0,1.4,1.1,0,25,60,NA,50
Isiah Kirby,Portland St.,G,6'4,Senior,14,7.4,2.1,2,-129,44.8,29,82
Kendall Munson,Portland St.,F,6'8,Junior,26,6.4,4.2,0.4,-29,51.5,NA,56.5
Brandon Betson,Sacramento St.,G,6'1,Senior,7,9.2,1.3,1.2,-77,32.1,27,85.2
Akol Mawein,Sacramento St.,F,6'9,Senior,24,6.2,3.3,0.8,-113,50,36,76.4
John Olmsted,Montana St.,F,6'10,Senior,1,3,1.5,0.8,21,60.9,50,62.5
Brayden Parker,Idaho St.,F,6'8,Senior,32,14.6,5.8,1.4,-8,52,32.8,67.3
Arnaud Revaz,Weber St.,F,6'10,Junior,1,1.1,1.1,0.2,-19,37.5,NA,70
Tyler Mrus,Idaho,F,6'7,Sophomore,1,10.5,1.5,0,1,66.7,66.7,83.3
Trevon Blassingame,Idaho,G,6'4,Sophomore,18,4.1,2,0.8,-88,40.4,40,72.7
Money Williams,Montana,G,6'4,Freshman,3,12,3.8,2.4,10,45.8,26.1,81.2
Chase Henderson,Montana,G,6',Freshman,0,2.1,0.5,0.9,-24,33.3,12.5,65
Zach Bloch,Northern Colo.,G,6'2,Junior,23,5.7,1.7,0.9,76,45.6,43.8,89.3
Connor Dick,Montana,G,6'3,Freshman,0,0.1,0.3,0.1,-2,20,0,0
Connor Creech,Northern Colo.,G,6'6,Junior,0,1.2,1.1,0.1,-41,44.4,33.3,44.4
Theo Hughes,Northern Colo.,F,7',Senior,0,3.6,2.6,0.4,-32,66.1,NA,51.2
Steven Verplancken,Weber St.,G,6'4,Senior,29,11.9,2.6,1.2,66,41.9,36.7,80.4
Hayden Curtiss,Portland St.,F,6'11,Junior,1,2,2.3,0.1,-37,41.8,0,60
Jaxon Nap,Montana,F,6'7,Sophomore,0,2.1,1.3,0.5,-11,39.1,25,80
Brandon Walker,Montana St.,F,6'7,Sophomore,30,13.4,4,1.2,-16,55.4,30.6,59.3
KJ Allen,Portland St.,F,6'6,Senior,24,13.8,7.4,1.3,-20,43.4,39.1,78.4
Jayden Jackson,Northern Ariz.,G,6'4,Sophomore,32,10.2,4.2,2,-99,51,21.2,75.2
Brandon Whitney,Montana,G,6'1,Senior,28,11.2,2.7,4.4,126,52.9,37.9,81.6
Diego Campisano,Northern Ariz.,F,6'5,Junior,15,6.3,2.4,0.5,-145,49.4,42,86.4
Jed Miller,Montana St.,G,6'2,Sophomore,0,2.6,1.5,0.9,-11,28.8,21.9,86.7
Blaise Threatt,Weber St.,G,6'3,Junior,22,10.8,3.2,2,149,54.5,36,69.3
Isaiah Johnson,Portland St.,F,6'6,Junior,7,9.9,5.1,1,18,45.3,22.7,60.7
Jorell Saterfield,Portland St.,G,6'4,Senior,17,7.5,3.2,0.8,0,36.7,34.1,70
Quinn Denker,Idaho,G,6'3,Junior,30,12.5,3.6,3.8,-215,38.7,33.3,83.6
AJ Burgin,Idaho St.,G,6'4,Junior,0,4.3,2,0.7,46,39.5,31.5,77.4
Saint Thomas,Northern Colo.,F,6'7,Junior,30,20.1,9.9,4.2,62,46.9,33.3,86.5
Tyler Patterson,Montana St.,G,6'8,Junior,31,8.2,2,0.7,15,41.5,39,78.6
Robert Ford III,Montana St.,G,6',Senior,31,15.9,7.7,2.9,14,47.6,41.1,78.1
Andre Mulibea,Eastern Wash.,G,6'5,Junior,0,3.2,3.5,1.2,-18,21.1,20,37.5
Riley Abercrombie,Northern Colo.,F,6'9,Senior,30,7.5,3.5,0.9,22,40.8,36.2,77.8
Titus Yearout,Idaho,G,6'2,Sophomore,0,1.6,0.7,0.1,-16,31.2,25,81.8
Dane Erikstrup,Eastern Wash.,F,6'11,Junior,2,10.6,3,1.5,52,42.9,35.2,87.5
Emil Skytta,Sacramento St.,G,6'4,Freshman,25,4.8,1.3,1.8,-92,42,27.5,63.2
Kolton Mitchell,Idaho St.,G,6'1,Freshman,0,6.9,2,1.5,-31,40.9,34.8,78.6
Ethan Price,Eastern Wash.,F,6'10,Junior,30,12.2,4,2.3,17,52.9,39.4,77.3
Cole Lake,Weber St.,G,5'11,Junior,0,0,0.3,0,-5,NA,NA,NA
Isaiah Somers,Weber St.,G,6'5,Junior,0,0,0,0,-3,NA,NA,NA
James Bodily,Idaho St.,G,6'3,Freshman,0,1.2,0,0,1,100,100,NA
Jalen Page,Northern Colo.,G,6'5,Junior,0,0,0.7,0.3,-7,0,0,NA
Carter Ash,Montana St.,G,6',Junior,0,0.4,0.2,0.2,-6,50,0,NA
Adam Shoff,Montana,G,6'1,Junior,0,0,0,0,-13,0,0,NA
Turner Livingston,Idaho St.,F,6'4,Sophomore,0,0,0.3,0,0,0,NA,NA
Jack Hatten,Idaho,G,6'5,Junior,0,0,0,0,-5,0,NA,NA
Kiir Kiir Chol Deng,Sacramento St.,F,6'9,Sophomore,0,0,0,0,-9,0,NA,NA
Rhett Reynolds,Montana,F,6'9,Sophomore,0,0.4,0.6,0,-8,100,100,NA
Caden Bateman,Montana,F,6'7,Sophomore,0,0.2,0.5,0,-4,100,NA,NA
Jack Wistrcill,Northern Ariz.,F,6'8,Sophomore,0,2,1,1,-7,0,0,100
Cooper Church,Idaho,F,6'9,Sophomore,0,0.3,0.3,0.3,2,0,0,50
El Ellis,Arkansas,G,6'3,Senior,22,6.5,2,1.8,-71,39.9,32.3,76.5
Lee Dort,Vanderbilt,F,6'10,Sophomore,0,1,2,0,-11,NA,NA,25
Gai Chol,Mississippi St.,F,6'11,Freshman,0,2.3,1.5,0,-11,60,NA,100
B.J. Mack,South Carolina,F,6'8,Senior,33,13.6,4.7,1.3,82,41.6,31.1,79.9
Baye Fall,Arkansas,F,6'10,Freshman,0,0.8,1.3,0,-8,50,NA,33.3
Blue Cain,Georgia,G,6'5,Freshman,6,7.2,2.4,0.8,2,41.7,34.1,59.1
Josh Gray,South Carolina,F,7',Senior,0,3.3,2.8,0.5,76,54.3,NA,48.9
Trey Fort,Mississippi St.,G,6'4,Junior,7,5.2,1.8,0.5,7,38.2,34.9,64.3
Aidan Shaw,Missouri,F,6'8,Sophomore,10,3.6,3.8,0.4,-88,72.1,0,47.4
Curt Lewis,Missouri,G,6'5,Junior,2,2,1.4,0.6,-38,29.3,23.3,54.5
Jaelyn Lee,Texas A&M,G,6'6,Sophomore,0,0.8,0.4,0,-10,16.7,0,80
Jalen Cook,LSU,G,6',Junior,9,15.6,3.8,2.8,47,41.3,32.5,79.5
Jalen Reed,LSU,F,6'10,Sophomore,20,7.9,4.1,0.9,-20,51.6,39.4,62.2
John Tonje,Missouri,G,6'6,Senior,4,2.6,0.9,0.4,-25,50,33.3,100
Kai Spears,Alabama,G,6'2,Sophomore,0,1.1,0.3,0.2,-1,50,50,100
Mark Sears,Alabama,G,6'1,Senior,32,21.1,4,4.1,186,50.4,43.1,86.1
Nick Honor,Missouri,G,5'10,Senior,32,11.1,1.2,1.7,-145,35.4,36.5,86.1
Paul Lewis,Vanderbilt,G,6'2,Sophomore,3,4.4,1.1,1.2,-125,32.9,23.1,69.6
Tobe Awaka,Tennessee,F,6'8,Sophomore,0,5,4.6,0.3,117,60.4,NA,72.1
Will Baker,LSU,F,7',Senior,33,11,4.8,0.8,-22,50.2,35.7,72.3
Adou Thiero,Kentucky,F,6'6,Sophomore,19,7.5,5.2,1.1,69,49.6,31.8,80
Alex Condon,Florida,F,6'11,Freshman,0,7.7,6.3,1.1,153,46.5,29.7,67.3
Caleb Grill,Missouri,G,6'3,Senior,5,8.4,5.8,1.4,16,36.4,29.2,82.4
Carter Lang,Vanderbilt,F,6'9,Freshman,7,1.8,3.5,0.3,-70,42.5,0,50
Chris Moore,Auburn,F,6'6,Senior,26,2.5,1.8,0.8,91,46.9,22.7,77.3
Colin Smith,Vanderbilt,F,6'8,Sophomore,6,7.1,6.6,0.3,-15,35.4,27.3,53.8
D.J. Wagner,Kentucky,G,6'3,Freshman,27,10.2,1.9,3.3,27,41.3,30.4,76.6
Dylan James,Georgia,F,6'9,Freshman,5,3.6,2.7,0.5,16,48.3,33.3,46.2
Evan Taylor,Vanderbilt,G,6'6,Senior,22,8,3.7,0.2,-162,35.7,30.8,79.1
Ezra Manjon,Vanderbilt,G,6',Senior,30,14.7,3.2,3.8,-199,44.8,31.8,82.6
Hunter Dean,LSU,F,6'10,Senior,1,4.2,3.1,0.4,62,69.4,57.1,59.1
Isaiah West,Vanderbilt,G,6'2,Freshman,9,2.8,1,0.7,-49,43.1,33.3,55
Jace Carter,Texas A&M,G,6'5,Junior,16,6.7,4.6,0.6,22,31.8,23.9,63.2
Jonas Aidoo,Tennessee,F,6'11,Junior,32,11.9,7.7,0.9,252,52.9,20,62.8
Justin Hill,Georgia,G,6',Senior,3,9.3,1.7,3.2,42,38,34.6,67.6
Lior Berman,Auburn,G,6'4,Senior,0,1.7,1.1,0.2,40,44.4,35.3,66.7
Mabor Majak,Missouri,F,7'2,Senior,0,0.5,1.2,0.1,-41,44.4,NA,44.4
Myles Stute,South Carolina,F,6'6,Junior,17,8.5,3.1,1,3,41.6,39.5,69.7
Noah Carter,Missouri,F,6'6,Senior,26,11,4.8,1.4,-58,40.1,28.8,79.8
RJ Melendez,Georgia,G,6'7,Junior,7,10,4.3,0.9,-19,45.2,29.6,88.1
RJ Sunahara,Georgia,F,6'8,Senior,11,2,1.6,0.3,5,61.9,66.7,57.1
Riley Kugel,Florida,G,6'5,Sophomore,11,9.1,3.5,1.5,174,39.1,30.8,68.7
Sam Walters,Alabama,F,6'10,Freshman,0,5.7,2.6,0.4,95,43.4,40.4,82.9
TJ Caldwell,Ole Miss,G,6'4,Sophomore,0,5.5,2.3,0.9,-39,39.1,35.1,74.5
Tamar Bates,Missouri,G,6'5,Junior,25,13.5,3,1.3,-74,49.5,38.5,92.6
Tyrell Ward,LSU,F,6'6,Sophomore,10,9.1,2.3,0.8,-6,43.8,41.3,67.8
Tramon Mark,Arkansas,G,6'6,Junior,28,16.2,4.3,1.8,-6,48,36.4,80.4
Zyon Pullin,Florida,G,6'4,Senior,26,15.6,4,4.9,155,44.5,44.7,84.7
Adrian Myers,Mississippi St.,G,6'6,Freshman,0,1.1,0.6,0,-39,36.4,22.2,NA
Austin Nunez,Ole Miss,G,6'2,Sophomore,0,0.7,0.6,0.6,2,30,41.7,66.7
Cameron Carr,Tennessee,G,6'5,Freshman,0,1.5,0.6,0.6,3,28,25,0
Denver Jones,Auburn,G,6'4,Junior,32,8.9,2,1.4,278,43.3,41,87.8
Ebrima Dibba,South Carolina,G,6'6,Senior,0,0.5,0.7,0.3,-34,20,0,25
Eli Lawrence,Texas A&M,G,6'5,Senior,0,2.2,0.7,0.2,4,27.1,14.6,50
Eli Sparkman,South Carolina,G,6',Sophomore,0,1,1,0,21,20,0,100
Grant Nelson,Alabama,F,6'11,Senior,32,12,5.7,1.7,187,49.4,26.7,83.3
Jalen Graham,Arkansas,F,6'10,Senior,5,7.6,3,0.8,4,58.2,0,43.6
Jalen Harper,Auburn,G,6'1,Senior,0,0.3,0,0.1,-8,20,0,NA
Jaquan Scott,Mississippi St.,F,6'8,Junior,0,1.2,1.5,0.4,-36,40,0,20
Johni Broome,Auburn,F,6'10,Junior,33,16.2,8.4,2.1,343,54.4,35.1,60.2
Jordan Burks,Kentucky,F,6'9,Freshman,0,1.9,1.6,0.2,73,60,40,55.6
Josh Hubbard,Mississippi St.,G,5'10,Freshman,15,17.1,2.1,1.7,192,38.7,35.8,85.3
K.D. Johnson,Auburn,G,6',Senior,1,7.1,1.8,1.3,238,38,28,78
Moussa Cisse,Ole Miss,F,7',Senior,17,4.5,4.6,0.3,-36,55.8,0,26.3
Nick Pringle,Alabama,F,6'9,Senior,13,6.9,5,0.6,86,63.6,NA,54
Sean East II,Missouri,G,6'3,Senior,30,17.6,3.5,4,-51,52.1,45,85.6
Thomas Haugh,Florida,F,6'9,Freshman,2,3.9,3.7,0.6,99,44.8,24.4,44.4
Tre Mitchell,Kentucky,F,6'9,Senior,23,10.6,7,2.7,170,48.3,31.2,73.2
Trent Pierce,Missouri,F,6'10,Freshman,3,1.8,1.2,0,-15,34.8,17.2,16.7
Will Richard,Florida,G,6'4,Junior,34,11.3,4,1.3,160,40.5,34,80.2
Aaron Estrada,Alabama,G,6'3,Senior,32,13.5,5.2,4.6,253,45.9,31.9,87
Aden Holloway,Auburn,G,6'1,Freshman,25,7.6,1.5,2.8,270,32.4,30.8,77.4
Andrew Taylor,Mississippi St.,G,6'3,Senior,0,3.9,1.4,1.3,29,40,40,100
Bryce Lindsay,Texas A&M,G,6'3,Freshman,0,1.8,0.1,0.6,-15,33.3,18.2,0
D.J. Jeffries,Mississippi St.,F,6'7,Senior,26,6.4,5.7,1.7,217,40.6,26.9,59.3
Dalton Knecht,Tennessee,G,6'6,Senior,32,21.1,4.7,1.8,289,46.5,39.7,76.4
Dashawn Davis,Mississippi St.,G,6'2,Senior,23,6.7,1.8,2.6,68,37.7,34.8,70.2
Davonte Davis,Arkansas,G,6'4,Senior,23,5.9,3.4,2,-20,36.3,24.2,77.1
Graham Calton,Vanderbilt,G,6'5,Junior,0,0.7,0.7,0,-17,12.5,14.3,22.2
Hayden Hefner,Texas A&M,G,6'6,Senior,18,5.3,1.8,0.6,72,34.1,29.1,59.5
J.P. Estrella,Tennessee,F,6'11,Freshman,0,1.5,0.9,0.1,37,75,NA,66.7
Jacobi Wright,South Carolina,G,6'2,Junior,1,6,1.8,1.8,34,35.8,31.8,71.4
Jalen DeLoach,Georgia,F,6'9,Junior,6,3.6,3.4,0.6,-28,51.3,NA,67.6
Jaylen Murray,Ole Miss,G,5'11,Junior,32,13.8,2.3,4,10,41.1,37.3,76.6
Jordan Butler,Missouri,F,7',Freshman,13,2,1.9,0.1,-66,39.7,16,50
Jordan Gainey,Tennessee,G,6'3,Junior,0,7,1.8,1.2,100,35.1,28.7,88
Jordan Wright,LSU,G,6'6,Senior,32,15.1,5.2,2.5,38,38.5,33.5,82.1
Joseph Pinion,Arkansas,G,6'5,Sophomore,1,2.4,0.6,0.2,-27,40,27.8,88.9
Khalif Battle,Arkansas,G,6'5,Senior,13,14.8,3.3,1.3,-5,40.6,35.3,87.3
Malik Presley,Vanderbilt,F,6'6,Freshman,5,2.2,1.6,0.5,-47,42.9,12.5,46.7
Manny Obaseki,Texas A&M,G,6'4,Junior,6,6.3,1.3,0.8,10,40.9,37.8,56.8
Mohamed Wague,Alabama,F,6'10,Junior,8,3.3,2.6,0.6,113,62.5,50,73.5
Morris Ugusuk,South Carolina,G,6'4,Freshman,0,2.2,0.7,0.5,47,33.8,29.2,77.8
Reed Sheppard,Kentucky,G,6'3,Freshman,5,12.8,4.2,4.5,359,54.3,52.5,83.1
Russel Tchewa,Georgia,F,7',Senior,34,7.8,6.6,1.3,0,55.2,0,68.2
Rylan Griffen,Alabama,G,6'5,Sophomore,28,11,3.6,1.8,165,44.6,37.7,83.8
Shakeel Moore,Mississippi St.,G,6'1,Senior,22,8,2.2,1.8,92,47.5,36.8,71.4
Stephen Clark,South Carolina,F,6'8,Senior,15,2.2,2.1,0.7,30,48.9,28.6,56.2
Ta'lon Cooper,South Carolina,G,6'4,Senior,33,9.7,4.3,4.2,153,47.5,45.3,71.7
Trae Hannibal,LSU,G,6'2,Senior,13,7,4.3,3,6,54.5,42.9,69.1
Tre Donaldson,Auburn,G,6'3,Sophomore,10,6.8,2.3,3.2,256,47.8,40.9,82.9
Tyrese Samuel,Florida,F,6'10,Senior,35,14,7.5,1.8,86,56.3,16,56.2
Zachary Davis,South Carolina,G,6'8,Sophomore,16,5.9,3.6,1.3,155,43.9,25.7,65.4
Zakai Zeigler,Tennessee,G,5'9,Junior,26,11.9,2.7,5.8,290,40.4,35.2,72.4
Aaron Bradshaw,Kentucky,F,7',Freshman,10,5,3.3,0.3,126,57.1,28.6,57.1
Allen Flanigan,Ole Miss,G,6'6,Senior,29,14.8,6.1,2.8,98,43.4,27.3,81.7
Antonio Reeves,Kentucky,G,6'6,Senior,32,20,4.2,1.7,263,50.8,44.1,86.9
Brandon Murray,Ole Miss,G,6'5,Junior,3,4.3,2.5,1.4,-67,38.1,35.7,82.4
Carlos Stewart,LSU,G,6'1,Junior,9,4.7,2.2,1,57,32.8,27.8,70
Chaney Johnson,Auburn,G,6'7,Junior,2,4.7,3.5,0.8,192,50,28.1,73.7
Connor Vanover,Missouri,F,7'5,Senior,6,4.2,3,0.4,0,55.6,23.8,88.9
Denijay Harris,Arkansas,F,6'7,Senior,1,0.6,0.8,0.3,-11,50,NA,37.5
Derek Fountain,LSU,F,6'10,Senior,12,5.3,4.2,0.5,46,51.9,29.5,69.2
Dylan Cardwell,Auburn,F,6'11,Senior,1,5.4,3.7,1.2,191,70.6,40,58.7
Jahmai Mashack,Tennessee,G,6'4,Junior,6,4.7,2.8,1.3,110,45.6,38.2,71.7
Jamarion Sharp,Ole Miss,F,7'5,Senior,15,3.3,4.1,0.6,57,59.4,0,52.6
Jimmy Bell Jr.,Mississippi St.,F,6'10,Senior,16,5.1,5,0.5,149,46.9,NA,64.6
