Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Jordan Jefferson,Little Rock,G,6'4,Junior,23,6,2.5,1.2,134,38.3,37.7,89.8
Jacob Crews,UT Martin,G,6'8,Junior,28,19.6,8.2,1,60,48.4,41.7,81
Jamir Chaplin,Little Rock,G,6'5,Senior,33,14.6,6.5,1.9,158,57.8,33.8,70.9
Christian Fussell,UT Martin,F,6'10,Junior,0,1.3,1.4,0.1,-7,27.3,20,90
Joe Petrakis,Western Ill.,F,6'11,Senior,2,0.8,1.3,0.3,-36,13.3,11.1,0
Emmanuel Dowuona,Tennessee St.,F,6'10,Senior,0,1.6,1.2,0.2,-52,50,NA,65
Amoro Lado,Lindenwood,G,6'3,Senior,0,2.2,0.8,0.1,-31,28,16.7,100
Javius Moore,Southern Ind.,G,6'6,Junior,0,3.4,2.9,0.1,-89,41.4,34.4,63.2
Dan Luers,Eastern Ill.,G,6'5,Senior,19,6.6,2.1,0.7,-133,41.7,37.3,85.7
Tiger Booker,Eastern Ill.,G,5'10,Senior,24,16.4,2.6,3.2,-127,41.6,30,86.6
Nick Hittle,Southern Ind.,F,6'10,Junior,14,4.4,2.7,0.5,-7,44.6,0,79.1
Jordan Lathon,Morehead St.,G,6'4,Senior,26,15.3,5.8,2.3,176,43.6,37.6,79.5
Sam Mervis,Southern Ind.,G,5'11,Junior,7,1.4,1.6,2.1,-103,31.8,0,66.7
Issa Muhammad,UT Martin,F,6'9,Senior,26,11.2,9.7,1.7,38,51.1,23.1,61.3
David Ware,Lindenwood,F,6'5,Senior,1,1,3.5,0.2,-57,0,0,100
Drew Cisse,Western Ill.,F,6'11,Junior,29,8.3,11,2.6,61,58.6,0,41.1
Eddiean Tirado,SIUE,G,6',Junior,0,1.5,0.7,0.1,-10,31.2,34.6,NA
Ethan Yancy,SIUE,G,6'4,Junior,0,1,0.4,0.4,26,26.3,33.3,60
Jordan Pickett,SIUE,G,6'3,Freshman,0,1.7,0.7,0.3,-2,35.3,22.2,88.9
Jack Mielke,Southern Ind.,F,6'7,Junior,27,8,4.1,0.6,-122,38.5,37.4,90
Brian Taylor,SIUE,G,6'4,Sophomore,0,2.8,0.9,0.6,-38,38,23.1,62.5
Ryan Hall,Southern Ind.,G,6'5,Sophomore,8,5.9,1.6,0.3,-145,36.6,34.4,52.6
Michael Shanks,Tennessee St.,F,6'6,Senior,8,5.8,2.5,0.8,-51,38.1,22.2,80
AJ Smith,Southern Ind.,G,6'6,Sophomore,29,13.7,8.7,1.3,-149,39.9,26.7,78.6
Jack Campion,Southern Ind.,G,5'10,Sophomore,22,6.8,2.5,3.8,-126,37.2,28.4,77.6
EJ Bellinger,Tennessee St.,G,6'4,Senior,19,12.1,4.8,1.2,-35,45.4,37.3,80
Darius Beane,Lindenwood,G,6'3,Senior,28,12,3.2,2.3,-239,41.8,30.8,75.7
Sincere Malone,Eastern Ill.,F,6'8,Sophomore,2,3.5,3,0.4,-37,44.2,0,85.2
Shay Davis,Western Ill.,G,6',Junior,0,1.9,0.5,0.4,-50,22,17.9,75
Christian Brown,Tennessee St.,F,6'6,Senior,19,13,3.5,0.7,42,43.7,35.3,80.6
Kinyon Hodges,Tennessee St.,G,6'2,Senior,28,9.6,6,2,-12,48.8,17,77.2
James Dent Jr.,Western Ill.,G,6'5,Junior,6,10.2,3.7,1.7,-32,29,27.6,74
Jerone Morton,Morehead St.,G,6'4,Freshman,2,1.8,1.1,0.6,79,29.4,13,63.3
KK Robinson,Little Rock,G,6',Senior,27,15.7,5.6,4.2,166,41.4,32,83.6
Tay Knox,Western Ill.,F,6'9,Sophomore,0,3.3,2.8,0.2,-101,52.7,NA,48.7
David Kamwanga,UT Martin,F,6'7,Junior,2,1.5,2.4,0,19,51.9,NA,66.7
Aquan Smart,Southeast Mo. St.,G,6'3,Junior,19,7.5,3,1.9,-187,33.2,13.7,71.2
Rodrick Payne,Western Ill.,F,6'8,Junior,0,3.5,2,0.5,-26,40,0,75
Eddie Ricks III,Morehead St.,F,6'7,Freshman,4,6.8,4.7,1.4,86,40.6,28.2,65.5
Damarco Minor,SIUE,G,6',Junior,30,15.8,8.6,3.1,-62,39.1,31.4,85.5
George Marshall,Morehead St.,G,6'3,Sophomore,0,0.8,0.6,0.1,6,20,18.2,66.7
Dorion Staples,SIUE,F,6'7,Senior,0,2.4,1.5,0.1,-34,42.9,33.3,83.3
Jordan Sears,UT Martin,G,5'11,Junior,28,22,4.7,4.5,107,41.7,41.4,84
Sebastian Mendoza,UT Martin,G,6'3,Junior,0,3.2,1.8,0.8,37,38.8,26.8,62.5
Desmond Williams,UT Martin,G,6'1,Senior,17,4.2,1.7,0.9,16,37.4,31.7,50
Kenny White Jr.,UT Martin,F,6'7,Junior,0,6.5,2.7,0.8,17,36.4,18.2,72.2
Kyndall Davis,Eastern Ill.,G,6'5,Junior,18,10.8,4.7,1.6,-32,38.4,24.7,67.6
David Idada,Southeast Mo. St.,F,7',Sophomore,2,1.8,2.8,0.2,-43,45.9,0,31.4
Colin Ruffin,Lindenwood,G,6'4,Freshman,16,3.4,3.5,1.7,-207,35,17.9,51.5
Keenon Cole,Lindenwood,F,6'7,Senior,27,17.8,6.3,0.6,-285,38.1,27.8,81.8
Evan Eursher,Southeast Mo. St.,G,6'2,Sophomore,9,5.2,3,0.8,-131,30.9,34.4,75
Jaylon McDaniel,Lindenwood,F,6'7,Junior,25,6.7,2.5,0.3,-185,52.6,NA,60.6
Riley Minix,Morehead St.,F,6'7,Senior,30,21,9.4,2.2,259,55.1,33.1,82.3
Terrance Thompson,SIUE,F,6'8,Junior,24,5.7,4.2,1.2,-62,59.6,0,66
Bogdan Zimonjic,Tennessee Tech,G,6'5,Junior,0,1.6,1.2,0.2,-32,33.3,27.8,66.7
Arnas Sakenis,SIUE,F,6'11,Sophomore,3,3,2.4,0.3,3,55.6,NA,48
JJ Kalakon,Western Ill.,G,6'5,Senior,22,9.1,4.5,1.2,74,42.9,36.8,65.7
Josh Earley,Southeast Mo. St.,F,6'7,Senior,25,10.4,5.2,0.5,-152,57.9,NA,57.9
Gavyn Elkamil,Southeast Mo. St.,G,6'5,Sophomore,0,1.8,1.5,0.4,-49,22.9,25,100
Kobe Clark,Southeast Mo. St.,F,6'6,Junior,0,3.7,5.7,0.7,-3,44.4,20,40
Mason Hanback,Southeast Mo. St.,F,7',Sophomore,0,1.1,1.5,0,-49,48,NA,0
Ryan Myers,Western Ill.,G,6',Junior,28,13.7,2.4,1.9,28,38.1,40.5,82.1
Nathan Johnson Jr.,Lindenwood,G,6'3,Junior,2,4,2.2,0.4,-125,35.8,21.6,77.8
Isaac Ondekane,Lindenwood,F,6'8,Junior,3,5.5,3.9,0.2,-55,51.2,NA,62.5
Jesiah West,Western Ill.,F,6'5,Senior,29,10,6,2.6,-6,49.4,23.3,53.8
Jalen Myers,UT Martin,F,6'8,Junior,0,4.5,2.5,0.6,-48,34.8,29.2,86.4
Jeremiah Talton,Lindenwood,G,6'6,Sophomore,23,6.8,2.8,0.2,-159,40.7,39.2,72.5
Jaylen Jones,Tennessee St.,G,6'1,Freshman,7,9.1,3.6,2.6,-35,39.3,37.8,67.2
De'Meiko Anderson,Western Ill.,G,6',Sophomore,0,1.4,0.4,0.1,-35,25,16.7,83.3
Jeremiah Hernandez,Southern Ind.,G,6'4,Junior,25,17.4,3.3,1.8,-124,41.1,32.1,81.3
Jacksun Hamilton,Western Ill.,F,6'7,Junior,0,0.1,0.3,0,1,0,NA,25
Drew Thelwell,Morehead St.,G,6'3,Junior,29,10.5,2.9,5.6,180,42.5,33.8,66.7
Kyle Layton,Tennessee Tech,G,6'3,Freshman,14,4.4,1.6,1,-157,37.6,34.9,82.6
Justin Williams,Tennessee St.,G,6'3,Junior,10,3.8,1.6,1.2,-15,35.1,25,73.3
Rylee Samons,Tennessee Tech,F,6'7,Freshman,0,2.4,1,0.4,-82,33.3,31.8,NA
Knute Wood,Tennessee St.,G,6'4,Sophomore,0,1.8,0.5,0.4,-45,35.7,38.5,86.7
Rodney Johnson Jr.,Tennessee Tech,F,6'5,Junior,13,10.4,5,0.5,-77,44.4,26.7,82.9
Braden Lamar,Western Ill.,G,6'5,Senior,2,0.9,1,0.2,-77,35,NA,30
Kooper Jacobi,Eastern Ill.,F,6'6,Sophomore,13,9.7,7.5,1.9,-97,40.3,31.4,53.6
Diante Wood,Tennessee Tech,G,6'4,Senior,14,8.6,4.1,2.5,-131,43.9,13.3,80
DeAntoni Gordon,Little Rock,F,6'8,Senior,32,11.7,4.8,1.2,22,51.8,34.5,68.9
Kiyron Powell,Southern Ind.,F,6'8,Sophomore,9,5.2,4,0.3,-68,51.9,0,51.4
Keith Haymon II,Lindenwood,F,6'7,Senior,9,5.4,2,0.6,-131,28.3,30,88.9
Shamar Wright,SIUE,G,6'7,Senior,29,13.2,4.5,0.9,-25,42.8,29.2,63.6
Lamar Wright,SIUE,F,6'7,Senior,30,9.4,4.1,1,38,40.5,27.4,73.7
Makhel Mitchell,Little Rock,F,6'10,Senior,0,9.1,5.6,2.5,80,52.5,NA,71
Jaylen Crocker-Johnson,Little Rock,F,6'8,Freshman,32,9.1,5.3,1.6,172,50.9,28.8,69.2
Bradley Douglas,Little Rock,G,6'1,Junior,14,10.2,3.5,2.6,48,41.7,37,68.6
Cougar Downing,Little Rock,G,6'1,Senior,0,6.1,1.1,0.5,27,32.9,30.9,89.4
Quinlan Bennett,Western Ill.,G,6'4,Senior,27,9.1,4.5,1.4,17,45.1,0,57.4
Nikola Milosevic,Little Rock,F,6'11,Freshman,0,0.6,0.7,0,9,27.3,25,NA
Kristiyan Popov,Little Rock,G,6'7,Freshman,1,0.4,0.6,0.5,-4,50,100,50
Creed Williamson,Little Rock,F,6'8,Freshman,1,2.3,1.9,0.7,49,65.9,NA,33.3
David Craig,Tennessee Tech,F,7'2,Sophomore,6,1.5,2.3,0.1,-36,33.3,NA,29.4
Nolan Causwell,Southern Ind.,F,6'11,Senior,2,3.3,3,0.2,-152,41.6,22.2,52.6
Grant Strong,Tennessee Tech,G,6'6,Sophomore,2,3.6,2.6,1.3,-77,37.5,36.4,75
Rob Martin,Southeast Mo. St.,G,5'10,Sophomore,24,11.7,2,3.7,-224,40.1,37.1,89.3
BJ Ward,Southeast Mo. St.,G,6',Freshman,2,4.1,1.2,1.9,-147,31.1,16.4,58.8
Jerome Beya,Tennessee Tech,F,6'9,Sophomore,0,0.9,0.4,0.1,-34,58.3,NA,50
TJ Biel,Southeast Mo. St.,G,6'7,Junior,5,4.4,2.5,0.4,-173,36.6,23.3,66
Braxton Stacker,Southeast Mo. St.,G,6'5,Sophomore,23,7.2,3.2,0.6,-141,39.7,29.3,81.2
Marqueas Bell,Southeast Mo. St.,G,6'3,Freshman,5,5.1,2.3,0.8,-59,44.3,35.3,67.4
Jordan Tillmon,Southern Ind.,G,6'2,Senior,2,8.7,3.3,1,-44,34.5,31.6,75
Pavle Kuzmanovic,Little Rock,G,6'5,Senior,1,2.7,0.9,0.2,-6,50,54.5,NA
KJ Lee,Western Ill.,G,6'8,Junior,0,0.6,0.8,0.3,-20,18.2,18.8,100
David Acosta,Tennessee St.,F,6'11,Senior,3,2.1,1.9,0.4,-18,52.9,NA,50
Rodolfo Rufino Bolis,Eastern Ill.,F,6'8,Junior,14,1.4,3.2,0.5,3,31.8,NA,47.6
Josiah Davis,Tennessee Tech,G,6'3,Sophomore,28,12.9,4.5,2.1,-199,49.7,24.1,61.5
Yarin Hasson,Southern Ind.,F,6'10,Freshman,0,0,0.5,0.2,-19,0,0,0
David Early,Tennessee Tech,G,6'4,Junior,14,13.3,2.5,1,-114,43.6,34.4,79.5
Dieonte Miles,Morehead St.,F,7',Senior,26,4.6,4.2,0.6,95,57.5,NA,56
Jermaine Hamlin,Eastern Ill.,F,6'10,Senior,10,3.9,4,0.5,-71,50,NA,48.1
KK Curry,UT Martin,F,6'6,Senior,28,7.2,3.8,0.9,-8,45.3,31,73.1
Tommie Williams,Lindenwood,G,6'4,Sophomore,6,3.3,2.7,1.3,-134,31.6,27.6,57.6
Dylan Branson,Southeast Mo. St.,G,6'5,Junior,2,4.3,3.9,2,-53,34.4,0,80
Jayvis Harvey,Tennessee Tech,G,6'5,Senior,23,14,3.8,2.8,-132,40.5,35.5,80.2
Jaylin Gibson,Eastern Ill.,G,6'4,Junior,3,2.5,2.2,1.1,-1,30.9,27.8,69.2
Corey Sawyer Jr,Eastern Ill.,G,6'4,Junior,16,8.9,2.3,1.5,-44,38.2,34.3,71.2
Nakyel Shelton,Eastern Ill.,G,6'3,Junior,20,11.2,4.4,1.8,-108,41.7,35.9,80.4
Isaiah Griffin,Eastern Ill.,G,6',Freshman,1,1.6,0.6,0.4,-22,40,42.9,70
Marcus Fitzgerald Jr.,Tennessee St.,G,6'2,Senior,18,8.6,2.4,2.2,-93,37.1,27.5,72.1
Trent Scott,Morehead St.,G,6'4,Sophomore,0,4,0.8,1.2,-40,38.1,0,50
Adam Larson,Southeast Mo. St.,F,6'9,Sophomore,19,6.7,2.1,0.4,-169,43.7,44,60
Desmond Polk,SIUE,G,6'4,Junior,4,4.5,2.2,0.4,-15,40.9,36.8,40
Ray'Sean Taylor,SIUE,G,6'1,Junior,30,14,3.7,2.7,-54,38.3,36.9,80.8
Jason Jitoboh,Tennessee St.,F,6'11,Senior,23,9.5,4.8,0.9,33,57.4,50,83.1
Denim Dawson,Tennessee St.,G,6'6,Sophomore,10,1.8,1.5,0.3,2,34.1,20,53.8
Zach Iyeyemi,Morehead St.,F,6'9,Senior,4,2.2,2,0.2,27,53.7,NA,56.1
Lazar Grbovic,Eastern Ill.,F,6'8,Sophomore,0,1,1.1,0.1,-10,37,0,0
Kalil Thomas,Morehead St.,G,6'5,Senior,29,12.3,4.5,1.1,142,44.1,43.3,85.4
Koby Jeffries,UT Martin,G,6'3,Junior,6,4.7,2.7,1.2,33,40.4,27.3,73.3
Marcus Golden,Little Rock,G,6',Sophomore,0,0,0,0,-5,NA,NA,NA
Luke Light,Eastern Ill.,F,6'8,Sophomore,0,0,0,0,-13,NA,NA,NA
Elijah Jointer,Tennessee St.,F,6'6,Freshman,0,0,0,0,-2,NA,NA,NA
Braylon Jackson,UT Martin,G,6',Freshman,0,1,0.5,0,4,50,NA,NA
Carson Prost,Eastern Ill.,G,6'3,Junior,0,0,0,0,-15,0,0,NA
Erik Oliver,Tennessee Tech,G,6'1,Senior,0,0,0,0,-9,0,0,NA
Luther Smith,Southern Ind.,G,6'1,Freshman,0,0,0.2,0,-4,0,0,NA
RJ Horry,Lindenwood,G,5'9,Freshman,0,0,0,0.1,-2,0,0,NA
Caleb Donaldson,Eastern Ill.,G,6'5,Senior,0,1.5,0,1,-6,33.3,50,NA
Ante Beljan,Little Rock,F,6'8,Sophomore,1,2,0,0,5,100,NA,NA
Ethan Riggs Abner,Tennessee St.,G,6'6,Junior,0,0.7,0.3,0,-9,50,50,50
Quani Rudd,SIUE,G,6'5,Junior,0,1,0.2,0,-1,100,100,50
Dirin Bihiray,Western Ill.,G,6'5,Sophomore,0,0.6,0,0,2,100,NA,100
Johnny Semany,Southern Ind.,G,6',Sophomore,0,0.1,0.6,0.1,-13,0,0,50
Adeola Seun,SIUE,F,6'9,Junior,0,0.5,1,0,1,28.6,NA,50
Brady Dingess,Morehead St.,G,6'1,Sophomore,0,0,0.1,0,5,NA,NA,0
Dramane Camara,DePaul,G,6'5,Freshman,0,0.6,0.2,0.2,2,14.3,0,40
Rich Barron,Providence,F,6'5,Freshman,10,4.4,1.4,0.5,-34,44.2,42.9,57.1
Garwey Dual,Providence,G,6'5,Freshman,6,3.3,1.3,1.9,67,33.1,25,66.7
Lance Ware,Villanova,F,6'9,Senior,0,1.2,2.3,0.5,0,48.3,NA,62.5
Oso Ighodaro,Marquette,F,6'9,Senior,33,14,6.9,2.9,322,58.3,0,63.1
Tyler Burton,Villanova,F,6'7,Senior,32,7.6,6.2,1.1,125,39.7,33,75
Jalen Terry,DePaul,G,6',Senior,18,8.5,4,2.5,-313,41.7,45.2,85.7
Supreme Cook,Georgetown,F,6'9,Senior,32,10.5,8,0.6,-195,57.5,NA,57.1
Ryan Mutombo,Georgetown,F,7'2,Junior,0,0.7,1.2,0,9,37.5,NA,55.6
TJ Bamba,Villanova,G,6'5,Senior,32,10.1,3.6,1.8,137,42.6,37,82.9
Daniss Jenkins,St. John's (NY),G,6'3,Senior,33,14.9,3.5,5.4,167,44.6,35.4,85.1
Nahiem Alleyne,St. John's (NY),G,6'4,Senior,6,6.4,1.6,1,52,43.8,38,91.3
Jay Heath,Georgetown,G,6'3,Senior,21,8.2,2.8,1.9,-217,35.9,37.2,70.5
Dre Davis,Seton Hall,F,6'6,Senior,31,14.7,5.8,1.5,92,49.9,35.7,82.7
Hassan Diarra,UConn,G,6'2,Senior,1,6,2.9,2.5,294,47.6,37.5,79.6
Mac Etienne,DePaul,F,6'10,Sophomore,0,1.6,2.3,0.5,-108,38.9,NA,66.7
Ryan Kalkbrenner,Creighton,F,7'1,Senior,32,17.1,7.4,1.3,327,65,27.5,71.1
Quincy Olivari,Xavier,G,6'3,Junior,34,19.1,5.6,2.1,34,42.5,40.9,81.4
Jahmyl Telfort,Butler,G,6'7,Senior,32,14,5,3,72,43,30.8,84.6
Finley Bizjack,Butler,G,6'4,Freshman,0,3.8,1.2,0.8,3,37.5,25,74.1
Boden Kapke,Butler,F,6'11,Freshman,0,2,1.6,0.3,1,53.8,40,72.7
Francisco Farabello,Creighton,G,6'3,Senior,0,4.1,2.2,1.5,81,51.6,43.1,70
"Chico Carter, Jr.",DePaul,G,6'3,Senior,24,10.9,2.8,3.7,-344,39.4,35.8,76.9
Sean Conway,St. John's (NY),G,6'4,Senior,3,2,1.5,0.5,54,36.2,30.8,77.8
DJ Davis,Butler,G,6'1,Senior,32,13.6,3.2,2.6,102,42.7,34.1,95
Johnathan Lawson,Creighton,G,6'6,Sophomore,0,0.7,0.7,0.3,0,28.6,11.1,66.7
Josh Oduro,Providence,F,6'9,Senior,34,15.9,7.5,2,198,52.7,29.1,81.9
Al Amadou,Marquette,F,6'9,Freshman,0,1.3,0.5,0.3,-28,66.7,0,25
Ismael Massoud,Georgetown,F,6'9,Junior,15,5.6,3,0.5,-200,30.1,31.9,92
Rafael Castro,Providence,F,6'11,Sophomore,1,2.9,2.4,0.2,-29,67.8,50,41.9
Keyondre Young,DePaul,G,6'8,Junior,0,3,1.6,0.2,-6,29.4,23.3,78.6
Zaide Lowery,Marquette,F,6'5,Freshman,0,1.7,1.4,0.3,5,32.7,31,64.3
Cruz Davis,St. John's (NY),G,6'3,Sophomore,0,1.8,1.2,1.8,8,20,0,100
Andre Screen,Butler,F,7'1,Senior,0,5.2,4.5,0.3,14,57.9,NA,59.6
Landon Moore,Butler,G,6'3,Sophomore,1,3.6,1.2,1.2,3,37.4,37.5,73.3
"Wayne Bristol, Jr.",Georgetown,G,6'6,Senior,10,3.7,3.3,0.8,-88,36.4,30.2,73.5
"Corey Floyd, Jr.",Providence,G,6'4,Sophomore,11,4.8,3,1.2,-8,34.1,24.7,69.4
Kam Jones,Marquette,G,6'4,Junior,33,16.8,2.9,2.5,221,49.8,41.1,72.9
Brendan Hausen,Villanova,G,6'4,Sophomore,0,6.2,1.6,0.5,115,39.3,38.2,86.7
Mark Armstrong,Villanova,G,6'2,Sophomore,31,8.3,2.3,2.4,130,42.2,28.4,77.8
Samson Johnson,UConn,F,6'10,Junior,7,5.5,3,0.5,200,72.3,0,42.9
Chris Ledlum,St. John's (NY),F,6'6,Senior,30,9.5,6.9,1.8,142,42.7,31.5,70.8
Stevie Mitchell,Marquette,G,6'2,Junior,30,8.8,4.1,0.8,188,52.3,28.3,77.4
Solomon Ball,UConn,G,6'3,Freshman,10,3.8,1.1,0.3,156,40.6,34.3,71.4
Tyler Kolek,Marquette,G,6'3,Senior,28,15,4.7,7.6,290,48.6,40,88
Jaylin Stewart,UConn,F,6'7,Freshman,0,2.6,1.2,0.3,112,47.1,26.5,43.8
Stephon Castle,UConn,G,6'6,Freshman,24,10.8,4.5,2.9,331,46.8,28.1,75.6
Tre Norman,Marquette,G,6'4,Freshman,0,2.1,1.3,0.5,63,38.4,19.4,71.4
Jayden Ross,UConn,F,6'7,Freshman,0,0.8,0.7,0.3,25,26.3,9.1,66.7
Baylor Scheierman,Creighton,G,6'7,Senior,32,18.4,9,4,330,44.8,37.2,86.8
Bryce Hopkins,Providence,F,6'7,Junior,14,15.5,8.6,1.4,138,42.9,18.9,65.5
David Joplin,Marquette,F,6'7,Junior,34,10.9,3.8,0.5,229,42,37,70.3
Elijah Fisher,DePaul,G,6'6,Sophomore,30,10.2,3.8,1.4,-466,52,26.3,72.2
Jaden Bediako,Seton Hall,F,6'10,Senior,32,8.4,7.3,0.4,142,59.4,NA,65.9
Devin Carter,Providence,G,6'3,Junior,33,19.7,8.7,3.6,163,47.3,37.7,74.9
Andrew Hurley,UConn,G,6'1,Senior,0,0.6,0.1,0,2,33.3,40,50
Pierre Brooks,Butler,G,6'6,Junior,32,14.8,4,1.1,101,45.3,40.7,69.2
Jayden Epps,Georgetown,G,6'2,Sophomore,28,18.5,2.6,4.2,-205,39.2,30.5,76.3
Kadary Richmond,Seton Hall,G,6'6,Senior,29,16.1,6.6,4.9,122,43.9,24.1,80.4
Caleb Murphy,DePaul,G,6'4,Senior,7,5.6,2.4,1.8,-72,53.3,NA,76.5
Posh Alexander,Butler,G,6',Senior,31,11.5,4.7,4.9,43,43.3,34.1,78.1
Dylan Addae-Wusu,Seton Hall,G,6'4,Senior,32,8.5,5.3,2.2,72,35.1,29.2,65.4
Al-Amir Dawes,Seton Hall,G,6'2,Senior,32,14,2.4,2.2,60,41.4,37.3,93.4
Cam Spencer,UConn,G,6'4,Senior,34,14.5,4.5,3.6,499,48.8,44.4,91.2
Jordan Longino,Villanova,G,6'5,Junior,5,6.6,2.5,1.5,32,40.9,32.5,83.3
Nnanna Njoku,Villanova,F,6'9,Junior,0,0.8,1.9,0.1,-29,50,NA,75
Drissa Traore,St. John's (NY),F,6'8,Junior,0,1.7,1.2,0.2,59,46.3,40,30
Sadraque NgaNga,Seton Hall,F,6'10,Sophomore,0,0.8,1.5,0.2,-1,20,0,62.5
Glenn Taylor Jr.,St. John's (NY),F,6'6,Junior,21,4.4,2.2,1.2,158,44.9,42.4,69.7
Hakim Hart,Villanova,G,6'8,Senior,4,6.4,3.2,1.6,70,46.4,32.5,79.5
Jasen Green,Creighton,F,6'8,Freshman,0,1.4,1.2,0.3,8,61.9,28.6,50
Desmond Claude,Xavier,G,6'5,Sophomore,34,16.6,4.2,3.2,76,42.6,23.9,79.4
Chase Ross,Marquette,G,6'4,Sophomore,10,6.3,3.1,0.7,166,42.3,35.9,70.9
Fredrick King,Creighton,F,6'10,Sophomore,0,2.8,2.3,0.1,18,57.1,0,52
Ben Gold,Marquette,F,6'11,Sophomore,2,5.1,3.1,0.6,110,45.3,36.1,61.5
Sean Jones,Marquette,G,5'10,Sophomore,0,5.8,1.5,2,23,41.8,25.7,75
Josiah Dotzler,Creighton,G,6'3,Freshman,0,1.5,0.4,0.2,4,43.5,18.2,60
Jaquan Sanders,Seton Hall,G,6'4,Sophomore,0,2.3,1,0.3,6,40.9,32.5,66.7
Mason Miller,Creighton,F,6'9,Sophomore,30,5.7,3.4,0.4,221,49.1,45.5,78.6
Jaden Henley,DePaul,G,6'7,Sophomore,23,8.6,2.7,1.3,-286,43.6,26.9,75.5
Davonte Gaines,Providence,G,6'7,Senior,35,8.5,4.2,1.1,95,39.5,30.4,73.5
Drew Fielder,Georgetown,F,6'10,Freshman,2,5.2,3.1,0.7,-27,48.4,40.7,62.9
Trey Green,Xavier,G,6',Freshman,0,5.6,1,1.1,-66,35.9,32.2,94.7
Dailyn Swain,Xavier,F,6'7,Freshman,3,4.6,3,1.2,-2,45.9,15.4,81.2
Jeremiah Oden,DePaul,F,6'8,Senior,24,7.6,3.2,0.7,-396,34.7,31.3,81.4
Kachi Nzeh,Xavier,F,6'8,Freshman,4,2.5,2.5,0.4,0,60,NA,55
Lazar Djokovic,Xavier,F,6'10,Freshman,7,2.8,2.9,0.9,6,30.3,25,65
Trey Alexander,Creighton,G,6'4,Junior,32,17.6,5.7,4.8,332,45.6,32.7,80.9
Sasa Ciani,Xavier,F,6'9,Freshman,5,2.5,2.9,0.8,-55,48.5,NA,52.4
Rowan Brumbaugh,Georgetown,G,6'4,Freshman,20,8.3,2.2,2.6,-80,40.7,37,78.9
Gytis Nemeiksa,Xavier,F,6'7,Senior,20,5.2,4.2,0.9,48,46.9,36.4,64.7
Dontrez Styles,Georgetown,G,6'6,Junior,32,12.8,5.8,0.8,-189,43,36.8,77.6
Artemios Gavalas,Butler,G,6'1,Junior,0,0,0,0,4,NA,NA,0
David Tubek,Seton Hall,F,6'7,Freshman,1,0.8,0.8,0,-23,20,33.3,83.3
Arda Ozdogan,Seton Hall,F,6'10,Freshman,0,0.6,0.2,0,-21,66.7,NA,60
Alex Karaban,UConn,F,6'8,Sophomore,33,13.9,5,1.4,477,50.1,39.5,88.9
Zuby Ejiofor,St. John's (NY),F,6'9,Sophomore,1,4.3,3.1,0.7,54,48.9,37.5,71.2
Isaiah Coleman,Seton Hall,G,6'5,Freshman,3,5.3,2.6,0.6,4,46.5,30.2,71.1
Donovan Clingan,UConn,F,7'2,Sophomore,27,12.5,7.2,1.5,330,63.8,33.3,57
Malachi Brown,Seton Hall,G,6'1,Freshman,0,1.3,0.3,0.6,-14,66.7,66.7,71.4
Apostolos Roumoglou,UConn,G,6'7,Sophomore,0,0.9,0.6,0.2,22,50,50,100
Connor Turnbull,Butler,F,6'10,Sophomore,0,3.8,1.6,0.2,27,50,38.5,100
Isaac Traudt,Creighton,F,6'10,Freshman,2,3.2,1.4,0.4,79,44.8,43.6,83.3
K.T. Raimey,DePaul,G,6'3,Senior,0,6.8,2,1.2,-243,35.5,36.3,87.5
Da'Sean Nelson,DePaul,F,6'8,Senior,21,9.7,3.5,1.9,-262,46.2,28.2,72.2
Tristen Newton,UConn,G,6'5,Senior,34,15.2,7,6,469,41.2,32.4,80.4
Steven Ashworth,Creighton,G,6'1,Senior,32,10.7,3.3,4.2,330,38.6,33.5,89.6
Jayden Pierre,Providence,G,6'2,Sophomore,31,9.5,2.5,3.2,53,40.2,36.6,77.8
Joel Soriano,St. John's (NY),F,6'11,Senior,32,13.8,9.5,1.5,170,57.7,43.8,70.2
Simeon Wilcher,St. John's (NY),G,6'4,Freshman,2,2.8,0.9,1.1,16,43.1,41.7,62.5
Brady Dunlap,St. John's (NY),F,6'7,Freshman,4,3.2,1.5,0.2,23,38,30.6,41.7
Chris Arcidiacono,Villanova,G,6'4,Senior,0,0.1,0.3,0.2,-7,0,0,50
Justin Moore,Villanova,G,6'5,Senior,28,10.1,3.5,2.3,59,39.1,31.9,86.4
Dayvion McKnight,Xavier,G,6'1,Junior,34,12.4,3.7,4.8,75,46.7,37.2,81.2
Eric Dixon,Villanova,F,6'8,Senior,33,16.5,6.3,1.7,200,46.4,35,87.4
Jordan Dingle,St. John's (NY),G,6'3,Senior,23,11.6,2,1.7,211,44,31.1,74.5
Donovan Santoro,Providence,F,6'8,Freshman,0,0.6,0.1,0.1,-2,20,11.1,50
Cameron Bacote,Georgetown,G,6'3,Senior,0,0.7,0.2,1.1,29,38.5,33.3,NA
Jalen Thomas,Butler,F,6'10,Senior,32,7.9,6.1,0.8,72,56.4,33.3,78
Churchill Abass,DePaul,F,6'9,Freshman,13,3.9,3.5,0.2,-229,57.8,0,45.8
RJ Luis Jr.,St. John's (NY),G,6'6,Sophomore,10,10.9,4.6,1,31,42.2,20,75
